职位月薪,工作地点,工作性质,工作经验,最低学历,招聘人数,职位类别,公司规模,公司性质,公司行业
8001-10000元/月,南京,全职,1-3年,高中,8人,股票/期货操盘手,100-499人,民营,基金/证券/期货/投资
6001-8000元/月,北京-西城区,全职,不限,大专,4人,证券分析/金融研究,保密,保密,保密
6001-8000元/月,北京-朝阳区,全职,不限,大专,8人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,郑州,全职,不限,不限,3人,软件研发工程师,100-499人,民营,IT服务(系统/数据/维护)
15001-20000元/月,深圳,全职,3-5年,本科,1人,数据库开发工程师,500-999人,上市公司,IT服务(系统/数据/维护)
8001-10000元/月,北京,全职,不限,大专,7人,股票/期货操盘手,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京,全职,不限,大专,6人,数据分析师,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京-朝阳区,全职,不限,大专,6人,数据分析师,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,数据分析师,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,大专,4人,证券分析/金融研究,保密,保密,保密
8001-10000元/月,北京,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,大专,7人,股票/期货操盘手,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-崇文区,全职,不限,大专,7人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,8人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-崇文区,全职,不限,大专,7人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,股票/期货操盘手,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-宣武区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,6人,房地产评估,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,互联网/电子商务
10000-15000元/月,北京,全职,1-3年,本科,1人,风险控制,500-999人,民营,计算机软件
10000-20000元/月,北京,全职,1-3年,本科,1人,风险控制,500-999人,民营,计算机软件
6001-8000元/月,北京-朝阳区,全职,不限,大专,4人,证券分析/金融研究,保密,保密,保密
10000-17000元/月,福州,全职,3-5年,本科,1人,其他,500-999人,民营,网络游戏
6000-12000元/月,上海,全职,1-3年,本科,1人,系统分析员,1000-9999人,外商独资,零售/批发
4001-6000元/月,三亚,全职,不限,本科,1人,系统分析员,500-999人,股份制企业,房地产/建筑/建材/工程
8001-10000元/月,北京,全职,不限,大专,6人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8000-12000元/月,上海-长宁区,全职,不限,大专,1人,数据运营,1000-9999人,外商独资,快速消费品（食品/饮料/烟酒/日化）
8001-10000元/月,北京-宣武区,全职,不限,本科,3人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,不限,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,武汉,全职,不限,本科,3人,软件工程师,1000-9999人,股份制企业,IT服务(系统/数据/维护)
6001-8000元/月,北京-东城区,全职,不限,中技,2人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,本科,3人,临床数据分析员,500-999人,民营,IT服务(系统/数据/维护)
8001-10000元/月,北京-朝阳区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,不限,5人,前台/总机/接待,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-丰台区,全职,不限,大专,5人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-宣武区,全职,不限,大专,4人,股票/期货操盘手,500-999人,股份制企业,基金/证券/期货/投资
10000-20000元/月,北京,全职,1-3年,本科,1人,软件工程师,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
10001-15000元/月,北京,全职,不限,大专,6人,数据分析师,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,6人,大客户销售代表,100-499人,股份制企业,基金/证券/期货/投资
2001-4000元/月,北京,校园,不限,本科,1人,其他,500-999人,民营,网络游戏
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,深圳-福田区,全职,1-3年,大专,1人,信息技术专员,100-499人,民营,计算机软件
8001-10000元/月,北京,全职,不限,大专,1人,股票/期货操盘手,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,储备经理人,500-999人,股份制企业,基金/证券/期货/投资
5000-7000元/月,西安,全职,不限,硕士,2人,咨询顾问/咨询员,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
8001-10000元/月,北京-丰台区,全职,不限,不限,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8000-15000元/月,深圳-南山区,全职,1-3年,本科,1人,数据分析师,1000-9999人,合资,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,1-3年,中技,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,上海-长宁区,全职,不限,本科,1人,风险管理/控制/稽查,1000-9999人,上市公司,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,本科,8人,证券/投资客户主管,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,本科,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
20000-40000元/月,北京,全职,3-5年,本科,2人,软件工程师,100-499人,股份制企业,互联网/电子商务
8001-10000元/月,北京,全职,不限,本科,6人,证券分析/金融研究,保密,保密,保密
10001-15000元/月,北京,全职,1-3年,本科,1人,数据库开发工程师,500-999人,民营,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,本科,3人,证券分析/金融研究,保密,保密,保密
6001-8000元/月,北京,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,互联网/电子商务
6001-8000元/月,北京,全职,不限,本科,4人,证券/期货/外汇经纪人,保密,保密,保密
6001-8000元/月,北京,全职,不限,大专,4人,证券分析/金融研究,保密,保密,保密
6000-10000元/月,北京-西城区,全职,不限,本科,3人,证券分析/金融研究,保密,保密,保密
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,南昌,全职,不限,大专,3人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,大专,3人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,大专,5人,系统分析员,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,IT服务(系统/数据/维护)
6001-8000元/月,南京,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,南京,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,苏州,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
8001-10000元/月,北京-崇文区,全职,不限,不限,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
15000-25000元/月,上海,全职,3-5年,大专,1人,数据库开发工程师,1000-9999人,外商独资,快速消费品（食品/饮料/烟酒/日化）
6001-8000元/月,南京,全职,1年以下,大专,3人,证券/期货/外汇经纪人,100-499人,民营,基金/证券/期货/投资
6001-8000元/月,上海,全职,不限,大专,3人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,青岛,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,南京,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,苏州,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,无锡,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,马鞍山,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,苏州,全职,不限,不限,20人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,合肥,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
6001-8000元/月,南京,全职,不限,不限,5人,数据库开发工程师,100-499人,民营,电子技术/半导体/集成电路
8001-10000元/月,北京,全职,不限,本科,1人,销售数据分析,1000-9999人,上市公司,互联网/电子商务
8001-10000元/月,北京,全职,不限,本科,1人,销售数据分析,1000-9999人,上市公司,互联网/电子商务
4001-6000元/月,苏州,全职,不限,本科,1人,数据分析师,20-99人,民营,教育/培训/院校
10000-20000元/月,北京,全职,1-3年,本科,1人,其他,100-499人,民营,计算机软件
6001-8000元/月,北京,全职,不限,大专,4人,储备经理人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,5人,储备经理人,500-999人,股份制企业,基金/证券/期货/投资
10000-20000元/月,北京,全职,1-3年,本科,1人,数据分析师,100-499人,民营,互联网/电子商务
6001-8000元/月,北京-崇文区,全职,不限,本科,10人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,1-3年,大专,6人,行政专员/助理,500-999人,股份制企业,基金/证券/期货/投资
20001-30000元/月,上海,全职,5-10年,本科,1人,市场调研与分析,1000-9999人,股份制企业,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,7人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,5人,市场调研与分析,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,4人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京,全职,3-5年,本科,1人,数据运营,10000人以上,上市公司,互联网/电子商务
6001-8000元/月,北京-西城区,全职,不限,本科,2人,证券分析/金融研究,保密,保密,保密
8001-10000元/月,北京-朝阳区,全职,不限,大专,3人,证券分析/金融研究,保密,保密,保密
6001-8000元/月,北京-朝阳区,全职,不限,大专,2人,证券分析/金融研究,保密,保密,保密
10001-15000元/月,北京-东城区,全职,不限,大专,5人,证券/期货/外汇经纪人,保密,保密,保密
8001-10000元/月,北京,全职,不限,本科,3人,证券/期货/外汇经纪人,保密,保密,保密
1000元/月以下,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,大专,6人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-崇文区,全职,不限,大专,7人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,不限,3人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
15001-20000元/月,成都,全职,1-3年,本科,1人,数据通信工程师,1000-9999人,合资,互联网/电子商务
8001-10000元/月,北京-东城区,全职,不限,大专,6人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,上海-浦东新区,全职,不限,本科,1人,数据库开发工程师,100-499人,其它,专业服务/咨询(财会/法律/人力资源等)
6001-8000元/月,北京,全职,不限,大专,7人,销售数据分析,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,1年以下,大专,6人,销售数据分析,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,不限,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,不限,1人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,不限,2人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,郑州,全职,3-5年,本科,3人,其他,100-499人,股份制企业,互联网/电子商务
10001-15000元/月,郑州,全职,3-5年,本科,3人,其他,100-499人,股份制企业,互联网/电子商务
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,7人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-丰台区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,4人,证券分析/金融研究,保密,保密,保密
8001-10000元/月,北京-朝阳区,全职,不限,本科,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,公关专员/助理,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,6人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,5人,储备经理人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,3人,储备经理人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,1-3年,大专,10人,客户服务专员/助理,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,南京,全职,不限,中专,5人,人力资源专员/助理,500-999人,上市公司,计算机软件
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,金融/经济研究员,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,销售代表,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,7人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-大兴区,全职,不限,大专,5人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,6人,客户代表,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,3人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,5人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-大兴区,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-丰台区,全职,不限,中专,4人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/投资客户代表,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,储备经理人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,储备经理人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,本科,3人,证券/期货/外汇经纪人,保密,保密,保密
6001-8000元/月,北京-丰台区,全职,不限,本科,3人,证券/期货/外汇经纪人,保密,保密,保密
8001-10000元/月,北京-朝阳区,全职,不限,大专,3人,证券/期货/外汇经纪人,保密,保密,保密
8001-10000元/月,北京-朝阳区,全职,不限,不限,8人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,郑州,全职,1-3年,大专,7人,销售数据分析,10000人以上,股份制企业,保险
6001-8000元/月,北京,全职,不限,大专,8人,助理/秘书/文员,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,8人,助理/秘书/文员,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,5人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-崇文区,全职,不限,不限,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-东城区,全职,不限,大专,8人,证券/投资客户主管,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-崇文区,全职,不限,大专,8人,证券/投资客户主管,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,1年以下,不限,5人,股票/期货操盘手,20-99人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,本科,6人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,1人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,3人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,大专,4人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-丰台区,全职,不限,大专,10人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,本科,2人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-东城区,全职,不限,大专,6人,证券/投资客户经理,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,1-3年,大专,12人,数据分析师,500-999人,股份制企业,基金/证券/期货/投资
4001-6000元/月,郑州,全职,不限,大专,4人,图书管理员,500-999人,上市公司,互联网/电子商务
8001-10000元/月,深圳,全职,不限,中专,8人,大客户销售代表,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-东城区,全职,不限,不限,4人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,大专,7人,销售数据分析,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,1-3年,大专,8人,投资银行财务分析,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,1人,证券分析/金融研究,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,8人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,9人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,12人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,4人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,本科,1人,证券分析/金融研究,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,1人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,1人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1-3年,大专,1人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,1年以下,大专,1人,证券/期货/外汇经纪人,20-99人,股份制企业,基金/证券/期货/投资
4001-6000元/月,天津,全职,不限,不限,3人,数据分析师,100-499人,民营,互联网/电子商务
15001-20000元/月,北京-海淀区,全职,3-5年,本科,1人,数据分析师,100-499人,股份制企业,教育/培训/院校
4001-6000元/月,郑州,全职,不限,不限,5人,证券分析/金融研究,20-99人,民营,基金/证券/期货/投资
8001-10000元/月,北京-丰台区,全职,不限,大专,5人,证券/期货/外汇经纪人,100-499人,股份制企业,基金/证券/期货/投资
6000-10000元/月,广州,全职,1-3年,本科,1人,数据分析师,100-499人,民营,互联网/电子商务
4001-6000元/月,西安,全职,无经验,大专,7人,数据运营,1000-9999人,上市公司,计算机软件
5000-8000元/月,杭州,全职,1-3年,大专,1人,数据运营,100-499人,民营,互联网/电子商务
4000-6000元/月,天津,全职,不限,本科,1人,数据分析师,20-99人,其它,计算机软件
6001-8000元/月,北京-大兴区,全职,不限,不限,10人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京-朝阳区,全职,1-3年,本科,1人,数据分析师,1000-9999人,民营,基金/证券/期货/投资
6000-12000元/月,北京,全职,不限,大专,6人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,本科,8人,投资银行财务分析,100-499人,股份制企业,基金/证券/期货/投资
