职位月薪,工作地点,工作性质,工作经验,最低学历,招聘人数,职位类别,公司规模,公司性质,公司行业
4001-6000元/月,潍坊,全职,不限,不限,10人,股票/期货操盘手,20-99人,其它,互联网/电子商务
4000-8000元/月,济南-历城区,全职,不限,本科,6人,网站编辑,1000-9999人,股份制企业,互联网/电子商务
10001-15000元/月,济南-历下区,全职,1-3年,本科,1人,用户界面（UI）设计,20-99人,股份制企业,通信/电信运营、增值服务
4001-6000元/月,深圳,全职,不限,不限,5人,客户服务专员/助理,20人以下,民营,教育/培训/院校
4001-6000元/月,长沙-岳麓区,全职,不限,大专,2人,销售数据分析,20-99人,其它,银行
7000-14000元/月,成都,全职,不限,硕士,2人,生物工程/生物制药,100-499人,民营,医药/生物工程
6001-8000元/月,深圳,全职,1-3年,大专,2人,客户服务主管,20人以下,民营,教育/培训/院校
4001-6000元/月,上海-普陀区,全职,不限,本科,1人,数据分析师,20-99人,股份制企业,专业服务/咨询(财会/法律/人力资源等)
4001-6000元/月,安阳,全职,不限,本科,1人,环境监测工程师,100-499人,股份制企业,环保
6000-10000元/月,北京-昌平区,全职,不限,不限,1人,教学/教务管理人员,20-99人,民营,互联网/电子商务
6001-8000元/月,郑州,全职,1-3年,本科,1人,数据分析师,20-99人,民营,房地产/建筑/建材/工程
8001-10000元/月,合肥-滨湖新区,全职,不限,不限,15人,综合业务专员/助理,20-99人,民营,通信/电信运营、增值服务
5000-6000元/月,厦门,全职,不限,大专,5人,数据分析师,100-499人,民营,基金/证券/期货/投资
4001-6000元/月,成都-高新区,全职,不限,不限,8人,销售代表,20-99人,民营,计算机软件
4001-6000元/月,武汉,全职,不限,大专,2人,数据分析师,100-499人,民营,互联网/电子商务
4001-6000元/月,郑州,全职,不限,本科,1人,环境监测工程师,100-499人,股份制企业,环保
2001-4000元/月,邢台,全职,不限,不限,1人,呼叫中心客服,1000-9999人,其它,外包服务
4001-6000元/月,郑州,全职,1-3年,不限,1人,数据分析师,500-999人,民营,电气/电力/水利
3000-4000元/月,成都-武侯区,全职,不限,本科,1人,实习生,20-99人,民营,专业服务/咨询(财会/法律/人力资源等)
3500-4000元/月,东莞,全职,不限,大专,1人,数据分析师,10000人以上,民营,房地产/建筑/建材/工程
8001-10000元/月,合肥,全职,不限,不限,10人,客户咨询热线/呼叫中心人员,20-99人,股份制企业,互联网/电子商务
8001-10000元/月,广州,全职,不限,本科,1人,信息技术专员,20-99人,民营,计算机软件
4000-7000元/月,成都,全职,不限,不限,1人,数据分析师,20-99人,民营,互联网/电子商务
4000-7000元/月,深圳,全职,不限,不限,5人,销售代表,20人以下,民营,教育/培训/院校
8001-10000元/月,北京,全职,不限,不限,1人,证券/投资客户经理,100-499人,民营,基金/证券/期货/投资
4001-6000元/月,西安-新城区,全职,不限,大专,1人,数据库管理员,20-99人,民营,基金/证券/期货/投资
8000-12000元/月,沈阳,全职,3-5年,本科,1人,软件工程师,20-99人,民营,能源/矿产/采掘/冶炼
4001-6000元/月,大连,全职,不限,本科,5人,数据分析师,20人以下,民营,贸易/进出口
4000-8000元/月,深圳,全职,不限,不限,1人,大客户销售代表,20人以下,民营,教育/培训/院校
5000-6000元/月,北京-石景山区,全职,不限,本科,1人,销售数据分析,20-99人,民营,能源/矿产/采掘/冶炼
8001-10000元/月,合肥-蜀山区,全职,不限,不限,20人,电话销售,100-499人,民营,通信/电信运营、增值服务
4001-6000元/月,成都,全职,不限,大专,5人,电话销售,20-99人,民营,计算机软件
8001-10000元/月,合肥-高新区,全职,不限,不限,20人,电话销售,100-499人,民营,通信/电信运营、增值服务
2001-4000元/月,石家庄-新华区,全职,不限,本科,1人,数据分析师,100-499人,股份制企业,教育/培训/院校
3000-6000元/月,南昌-青山湖区,全职,不限,大专,30人,网络/在线客服,500-999人,其它,其他
8001-10000元/月,合肥-经济技术开发区,全职,不限,不限,20人,客户关系/投诉协调人员,100-499人,民营,通信/电信运营、增值服务
8001-10000元/月,合肥-蜀山区,实习,不限,不限,15人,电话销售,20-99人,民营,通信/电信运营、增值服务
4001-6000元/月,佳木斯,全职,不限,不限,1人,数据分析师,20-99人,民营,互联网/电子商务
4001-6000元/月,齐齐哈尔,全职,不限,不限,1人,数据分析师,20-99人,民营,互联网/电子商务
4000-6000元/月,金华,全职,1-3年,大专,3人,数据分析师,100-499人,民营,专业服务/咨询(财会/法律/人力资源等)
2001-4000元/月,哈尔滨,全职,不限,不限,5人,数据分析师,20-99人,民营,互联网/电子商务
8001-10000元/月,北京,全职,不限,不限,8人,股票/期货操盘手,100-499人,民营,基金/证券/期货/投资
8001-10000元/月,合肥-滨湖新区,全职,不限,不限,1人,客户关系/投诉协调人员,500-999人,合资,互联网/电子商务
8001-10000元/月,合肥-经济技术开发区,全职,不限,不限,5人,客户服务主管,500-999人,合资,互联网/电子商务
6001-8000元/月,合肥-经济技术开发区,全职,不限,不限,20人,客户服务专员/助理,500-999人,合资,互联网/电子商务
8001-10000元/月,合肥-肥西县,全职,不限,不限,20人,电话销售,500-999人,合资,互联网/电子商务
6001-8000元/月,合肥-滨湖新区,全职,不限,不限,15人,客户服务专员/助理,100-499人,民营,通信/电信运营、增值服务
8000-15000元/月,长沙,全职,不限,硕士,1人,医药学术推广,100-499人,民营,医药/生物工程
6001-8000元/月,成都,全职,不限,高中,30人,客户代表,20-99人,民营,教育/培训/院校
5000-10000元/月,合肥,全职,不限,不限,20人,销售代表,100-499人,民营,互联网/电子商务
2001-4000元/月,长沙,全职,不限,大专,2人,数据库管理员,100-499人,民营,贸易/进出口
8001-10000元/月,合肥-巢湖市,全职,不限,不限,25人,公司业务,20-99人,民营,通信/电信运营、增值服务
4001-6000元/月,焦作,全职,不限,本科,1人,环境监测工程师,100-499人,股份制企业,环保
4001-6000元/月,合肥-经济技术开发区,全职,不限,不限,35人,客户服务专员/助理,500-999人,民营,互联网/电子商务
6001-8000元/月,合肥-经济技术开发区,全职,不限,不限,28人,客户服务专员/助理,500-999人,民营,互联网/电子商务
4001-6000元/月,合肥-政务文化新区,全职,不限,不限,35人,客户服务专员/助理,500-999人,民营,互联网/电子商务
4001-6000元/月,合肥-经济技术开发区,全职,不限,不限,30人,客户服务专员/助理,500-999人,民营,互联网/电子商务
4001-6000元/月,合肥-经济技术开发区,全职,不限,不限,20人,客户服务专员/助理,500-999人,民营,互联网/电子商务
4001-6000元/月,合肥-经济技术开发区,全职,不限,不限,20人,客户服务专员/助理,500-999人,民营,互联网/电子商务
8001-10000元/月,合肥-经济技术开发区,全职,不限,不限,10人,销售代表,20-99人,股份制企业,互联网/电子商务
8001-10000元/月,合肥-庐阳区,全职,不限,不限,30人,客户服务专员/助理,100-499人,民营,通信/电信运营、增值服务
6001-8000元/月,合肥-经济技术开发区,全职,不限,不限,30人,呼叫中心客服,100-499人,民营,通信/电信运营、增值服务
8001-10000元/月,合肥-高新区,全职,不限,不限,20人,客户服务专员/助理,100-499人,民营,通信/电信运营、增值服务
4001-6000元/月,成都,全职,1-3年,大专,2人,媒介策划/管理,20人以下,民营,广告/会展/公关
4001-6000元/月,重庆,全职,不限,不限,5人,数据库开发工程师,500-999人,民营,计算机软件
4001-6000元/月,深圳,全职,1-3年,中专,1人,网络/在线客服,100-499人,民营,互联网/电子商务
15001-20000元/月,北京-海淀区,全职,5-10年,本科,2人,项目经理/项目主管,1000-9999人,合资,基金/证券/期货/投资
20001-30000元/月,北京-东城区,全职,5-10年,本科,2人,销售经理,1000-9999人,合资,基金/证券/期货/投资
15001-20000元/月,北京-朝阳区,全职,5-10年,本科,2人,成本经理/主管,1000-9999人,合资,基金/证券/期货/投资
6000-12000元/月,北京-丰台区,全职,3-5年,大专,8人,电脑操作/打字/录入员,1000-9999人,合资,基金/证券/期货/投资
15001-20000元/月,北京,全职,1-3年,本科,5人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,4人,储备干部,500-999人,股份制企业,基金/证券/期货/投资
15001-20000元/月,北京-海淀区,全职,5-10年,高中,3人,销售数据分析,1000-9999人,合资,基金/证券/期货/投资
15001-20000元/月,北京-丰台区,全职,10年以上,大专,3人,工程机械经理,1000-9999人,合资,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,大专,2人,财务经理,1000-9999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-西城区,全职,无经验,大专,3人,证券分析/金融研究,1000-9999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,5人,证券/期货/外汇经纪人,500-999人,股份制企业,基金/证券/期货/投资
6000-10000元/月,北京-西城区,全职,不限,大专,5人,财务分析员,1000-9999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,4人,储备干部,500-999人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,不限,10人,项目经理/项目主管,100-499人,股份制企业,信托/担保/拍卖/典当
8001-10000元/月,北京,全职,不限,大专,4人,销售代表,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,不限,1人,环境/健康/安全经理/主管,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,大专,1人,电气工程师,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,4人,风险管理/控制/稽查,100-499人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,6人,销售代表,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,本科,6人,融资专员/助理,100-499人,合资,基金/证券/期货/投资
10001-15000元/月,北京-海淀区,全职,1-3年,大专,2人,调研员,1000-9999人,合资,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,大专,4人,公关专员/助理,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,金融/经济研究员,100-499人,合资,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
10001-15000元/月,北京-朝阳区,全职,不限,大专,10人,证券分析/金融研究,100-499人,合资,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,本科,4人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京-朝阳区,全职,不限,不限,1人,平面设计总监,100-499人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,本科,4人,储备干部,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,本科,3人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,5人,总裁助理/总经理助理,500-999人,股份制企业,基金/证券/期货/投资
8000-12000元/月,上海-静安区,全职,1-3年,本科,5人,数据运营,10000人以上,合资,房地产/建筑/建材/工程
10001-15000元/月,北京,全职,不限,大专,5人,总裁助理/总经理助理,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,北京,全职,不限,高中,5人,股票/期货操盘手,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,5人,总裁助理/总经理助理,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,5人,总裁助理/总经理助理,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,5人,总裁助理/总经理助理,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,不限,大专,5人,总裁助理/总经理助理,500-999人,股份制企业,基金/证券/期货/投资
8001-10000元/月,上海-静安区,全职,1-3年,本科,1人,数据分析师,10000人以上,合资,房地产/建筑/建材/工程
8001-10000元/月,北京-朝阳区,全职,不限,大专,2人,证券分析/金融研究,500-999人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,本科,3人,投资/理财服务,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京,全职,不限,本科,4人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
10001-15000元/月,北京,全职,1-3年,本科,3人,投资/理财服务,100-499人,股份制企业,基金/证券/期货/投资
6001-8000元/月,北京-朝阳区,全职,不限,不限,2人,证券分析/金融研究,100-499人,股份制企业,基金/证券/期货/投资
